	refseq.id	label	train_date	train_virus	host_label	Genus	virus_ID	Family	database	Species
17800	ON402372	0	20240206	Coronaviridae	0.0	Deltacoronavirus	ON402372	Coronaviridae	GenBank	Coronavirus HKU15
17801	ON453891	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON453891	Coronaviridae	GenBank	Betacoronavirus 1
17802	OK287352	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OK287352	Coronaviridae	GenBank	Alphacoronavirus sp.
17803	OK287353	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OK287353	Coronaviridae	GenBank	Alphacoronavirus sp.
17804	OK287354	0	20240206	Coronaviridae	0.0	Betacoronavirus	OK287354	Coronaviridae	GenBank	Sarbecovirus sp.
17805	OK287355	0	20240206	Coronaviridae	0.0	Betacoronavirus	OK287355	Coronaviridae	GenBank	Sarbecovirus sp.
17806	OM914738	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OM914738	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17807	ON968723	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON968723	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17808	ON968724	0	20240206	Coronaviridae	0.0	Deltacoronavirus	ON968724	Coronaviridae	GenBank	Coronavirus HKU15
17809	OP179857	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OP179857	Coronaviridae	GenBank	Alphacoronavirus 1
17810	ON494594	0	20240206	Coronaviridae	0.0	Deltacoronavirus	ON494594	Coronaviridae	GenBank	Coronavirus HKU15
17811	MW732689	0	20240206	Coronaviridae	0.0	Gammacoronavirus	MW732689	Coronaviridae	GenBank	Avian coronavirus
17812	LC720427	1	20240206	Coronaviridae	1.0	Betacoronavirus	LC720427	Coronaviridae	GenBank	Betacoronavirus 1
17813	LC720428	1	20240206	Coronaviridae	1.0	Alphacoronavirus	LC720428	Coronaviridae	GenBank	Human coronavirus NL63
17814	LC720429	1	20240206	Coronaviridae	1.0	Betacoronavirus	LC720429	Coronaviridae	GenBank	Betacoronavirus 1
17815	MH700627	0	20240206	Coronaviridae	0.0	Deltacoronavirus	MH700627	Coronaviridae	GenBank	Coronavirus HKU15
17816	MH700628	0	20240206	Coronaviridae	0.0	Deltacoronavirus	MH700628	Coronaviridae	GenBank	Coronavirus HKU15
17817	MH700629	0	20240206	Coronaviridae	0.0	Deltacoronavirus	MH700629	Coronaviridae	GenBank	Coronavirus HKU15
17818	MW791835	0	20240206	Coronaviridae	0.0	Gammacoronavirus	MW791835	Coronaviridae	GenBank	Avian coronavirus
17819	ON792941	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792941	Coronaviridae	GenBank	Betacoronavirus 1
17820	ON792942	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792942	Coronaviridae	GenBank	Betacoronavirus 1
17821	ON792943	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792943	Coronaviridae	GenBank	Betacoronavirus 1
17822	ON792944	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792944	Coronaviridae	GenBank	Betacoronavirus 1
17823	ON792945	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792945	Coronaviridae	GenBank	Betacoronavirus 1
17824	ON792946	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792946	Coronaviridae	GenBank	Betacoronavirus 1
17825	ON792947	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792947	Coronaviridae	GenBank	Betacoronavirus 1
17826	ON792948	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792948	Coronaviridae	GenBank	Betacoronavirus 1
17827	ON792949	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792949	Coronaviridae	GenBank	Betacoronavirus 1
17828	ON792950	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792950	Coronaviridae	GenBank	Betacoronavirus 1
17829	ON792951	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792951	Coronaviridae	GenBank	Betacoronavirus 1
17830	ON792952	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792952	Coronaviridae	GenBank	Betacoronavirus 1
17831	ON792953	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792953	Coronaviridae	GenBank	Betacoronavirus 1
17832	ON792954	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792954	Coronaviridae	GenBank	Betacoronavirus 1
17833	ON792955	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792955	Coronaviridae	GenBank	Betacoronavirus 1
17834	ON792956	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792956	Coronaviridae	GenBank	Betacoronavirus 1
17835	ON792957	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792957	Coronaviridae	GenBank	Betacoronavirus 1
17836	ON792958	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792958	Coronaviridae	GenBank	Betacoronavirus 1
17837	ON792959	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792959	Coronaviridae	GenBank	Betacoronavirus 1
17838	ON792960	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792960	Coronaviridae	GenBank	Betacoronavirus 1
17839	ON792961	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792961	Coronaviridae	GenBank	Betacoronavirus 1
17840	ON792962	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792962	Coronaviridae	GenBank	Betacoronavirus 1
17841	ON792963	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792963	Coronaviridae	GenBank	Betacoronavirus 1
17842	ON792964	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON792964	Coronaviridae	GenBank	Betacoronavirus 1
17843	ON376724	1	20240206	Coronaviridae	1.0	Betacoronavirus	ON376724	Coronaviridae	GenBank	Betacoronavirus 1
17844	ON376725	1	20240206	Coronaviridae	1.0	Betacoronavirus	ON376725	Coronaviridae	GenBank	Betacoronavirus 1
17845	MW855473	0	20240206	Coronaviridae	0.0		MW855473	Coronaviridae	GenBank	Rodent coronavirus
17846	ON093194	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON093194	Coronaviridae	GenBank	Betacoronavirus 1
17847	MW816149	0	20240206	Coronaviridae	0.0	Deltacoronavirus	MW816149	Coronaviridae	GenBank	Coronavirus HKU15
17848	ON791801	1	20240206	Coronaviridae	1.0	Alphacoronavirus	ON791801	Coronaviridae	GenBank	Human coronavirus 229E
17849	ON325307	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON325307	Coronaviridae	GenBank	Middle East respiratory syndrome-related coronavirus
17850	ON325309	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON325309	Coronaviridae	GenBank	Bat alphacoronavirus
17851	OM777140	0	20240206	Coronaviridae	0.0	Deltacoronavirus	OM777140	Coronaviridae	GenBank	Coronavirus HKU15
17852	MW847253	0	20240206	Coronaviridae	0.0	Gammacoronavirus	MW847253	Coronaviridae	GenBank	Avian coronavirus
17853	OL311150	0	20240206	Coronaviridae	0.0	Deltacoronavirus	OL311150	Coronaviridae	GenBank	Deltacoronavirus sp.
17854	OL311151	0	20240206	Coronaviridae	0.0	Deltacoronavirus	OL311151	Coronaviridae	GenBank	Deltacoronavirus sp.
17855	OL311152	0	20240206	Coronaviridae	0.0	Deltacoronavirus	OL311152	Coronaviridae	GenBank	Deltacoronavirus sp.
17856	MN200481	0	20240206	Coronaviridae	0.0	Deltacoronavirus	MN200481	Coronaviridae	GenBank	Coronavirus HKU15
17857	ON128609	1	20240206	Coronaviridae	1.0	Betacoronavirus	ON128609	Coronaviridae	GenBank	Human coronavirus HKU1
17858	ON128610	1	20240206	Coronaviridae	1.0	Betacoronavirus	ON128610	Coronaviridae	GenBank	Human coronavirus HKU1
17859	ON128611	1	20240206	Coronaviridae	1.0	Betacoronavirus	ON128611	Coronaviridae	GenBank	Human coronavirus HKU1
17860	ON128612	1	20240206	Coronaviridae	1.0	Betacoronavirus	ON128612	Coronaviridae	GenBank	Human coronavirus HKU1
17861	ON128613	1	20240206	Coronaviridae	1.0	Betacoronavirus	ON128613	Coronaviridae	GenBank	Human coronavirus HKU1
17862	ON128614	1	20240206	Coronaviridae	1.0	Betacoronavirus	ON128614	Coronaviridae	GenBank	Human coronavirus HKU1
17863	ON128615	1	20240206	Coronaviridae	1.0	Betacoronavirus	ON128615	Coronaviridae	GenBank	Human coronavirus HKU1
17864	ON128616	1	20240206	Coronaviridae	1.0	Betacoronavirus	ON128616	Coronaviridae	GenBank	Human coronavirus HKU1
17865	ON378802	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON378802	Coronaviridae	GenBank	Severe acute respiratory syndrome-related coronavirus
17866	ON378803	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON378803	Coronaviridae	GenBank	Alphacoronavirus sp.
17867	ON378804	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON378804	Coronaviridae	GenBank	Alphacoronavirus sp.
17868	ON378805	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON378805	Coronaviridae	GenBank	Alphacoronavirus sp.
17869	ON378806	0	20240206	Coronaviridae	0.0	Alphacoronavirus	ON378806	Coronaviridae	GenBank	Alphacoronavirus sp.
17870	ON378807	0	20240206	Coronaviridae	0.0	Betacoronavirus	ON378807	Coronaviridae	GenBank	Middle East respiratory syndrome-related coronavirus
17871	MW411432	1	20240206	Coronaviridae	1.0	Betacoronavirus	MW411432	Coronaviridae	GenBank	Betacoronavirus 1
17872	ON350836	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON350836	Coronaviridae	GenBank	Avian coronavirus
17873	ON350837	0	20240206	Coronaviridae	0.0	Gammacoronavirus	ON350837	Coronaviridae	GenBank	Avian coronavirus
17874	OM950728	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OM950728	Coronaviridae	GenBank	Alphacoronavirus 1
17875	MW356787	0	20240206	Coronaviridae	0.0		MW356787	Coronaviridae	GenBank	raccoon dog coronavirus
17876	OL411879	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OL411879	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17877	OK662397	1	20240206	Coronaviridae	1.0	Betacoronavirus	OK662397	Coronaviridae	GenBank	Betacoronavirus 1
17878	OK662398	1	20240206	Coronaviridae	1.0	Alphacoronavirus	OK662398	Coronaviridae	GenBank	Human coronavirus 229E
17879	OL542832	0	20240206	Coronaviridae	0.0	Betacoronavirus	OL542832	Coronaviridae	GenBank	Betacoronavirus 1
17880	OM802899	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OM802899	Coronaviridae	GenBank	Alphacoronavirus 1
17881	OM814174	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OM814174	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17882	MW815494	0	20240206	Coronaviridae	0.0	Gammacoronavirus	MW815494	Coronaviridae	GenBank	Avian coronavirus
17883	MW815495	0	20240206	Coronaviridae	0.0	Gammacoronavirus	MW815495	Coronaviridae	GenBank	Avian coronavirus
17884	OK391221	1	20240206	Coronaviridae	1.0	Betacoronavirus	OK391221	Coronaviridae	GenBank	Betacoronavirus 1
17885	OK391222	1	20240206	Coronaviridae	1.0	Betacoronavirus	OK391222	Coronaviridae	GenBank	Betacoronavirus 1
17886	OK391223	1	20240206	Coronaviridae	1.0	Betacoronavirus	OK391223	Coronaviridae	GenBank	Betacoronavirus 1
17887	OK391224	1	20240206	Coronaviridae	1.0	Betacoronavirus	OK391224	Coronaviridae	GenBank	Betacoronavirus 1
17888	OK391225	1	20240206	Coronaviridae	1.0	Betacoronavirus	OK391225	Coronaviridae	GenBank	Betacoronavirus 1
17889	OK391226	1	20240206	Coronaviridae	1.0	Betacoronavirus	OK391226	Coronaviridae	GenBank	Betacoronavirus 1
17890	OK391227	1	20240206	Coronaviridae	1.0	Betacoronavirus	OK391227	Coronaviridae	GenBank	Betacoronavirus 1
17891	OK391228	1	20240206	Coronaviridae	1.0	Betacoronavirus	OK391228	Coronaviridae	GenBank	Betacoronavirus 1
17892	OK391230	1	20240206	Coronaviridae	1.0	Betacoronavirus	OK391230	Coronaviridae	GenBank	Betacoronavirus 1
17893	OM937885	0	20240206	Coronaviridae	0.0	Betacoronavirus	OM937885	Coronaviridae	GenBank	Betacoronavirus 1
17894	OM912676	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912676	Coronaviridae	GenBank	Avian coronavirus
17895	OM912677	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912677	Coronaviridae	GenBank	Avian coronavirus
17896	OM912678	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912678	Coronaviridae	GenBank	Avian coronavirus
17897	OM912679	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912679	Coronaviridae	GenBank	Avian coronavirus
17898	OM912680	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912680	Coronaviridae	GenBank	Avian coronavirus
17899	OM912681	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912681	Coronaviridae	GenBank	Avian coronavirus
17900	OM912682	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912682	Coronaviridae	GenBank	Avian coronavirus
17901	OM912683	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912683	Coronaviridae	GenBank	Avian coronavirus
17902	OM912684	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912684	Coronaviridae	GenBank	Avian coronavirus
17903	OM912685	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912685	Coronaviridae	GenBank	Avian coronavirus
17904	OM912686	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912686	Coronaviridae	GenBank	Avian coronavirus
17905	OM912687	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912687	Coronaviridae	GenBank	Avian coronavirus
17906	OM912688	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912688	Coronaviridae	GenBank	Avian coronavirus
17907	OM912689	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912689	Coronaviridae	GenBank	Avian coronavirus
17908	OM912690	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912690	Coronaviridae	GenBank	Avian coronavirus
17909	OM912691	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912691	Coronaviridae	GenBank	Avian coronavirus
17910	OM912692	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912692	Coronaviridae	GenBank	Avian coronavirus
17911	OM912693	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912693	Coronaviridae	GenBank	Avian coronavirus
17912	OM912694	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912694	Coronaviridae	GenBank	Avian coronavirus
17913	OM912695	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912695	Coronaviridae	GenBank	Avian coronavirus
17914	OM912696	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912696	Coronaviridae	GenBank	Avian coronavirus
17915	OM912697	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912697	Coronaviridae	GenBank	Avian coronavirus
17916	OM912698	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912698	Coronaviridae	GenBank	Avian coronavirus
17917	OM912699	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912699	Coronaviridae	GenBank	Avian coronavirus
17918	OM912700	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912700	Coronaviridae	GenBank	Avian coronavirus
17919	OM912701	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912701	Coronaviridae	GenBank	Avian coronavirus
17920	OM912702	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912702	Coronaviridae	GenBank	Avian coronavirus
17921	OM912703	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912703	Coronaviridae	GenBank	Avian coronavirus
17922	OM912704	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912704	Coronaviridae	GenBank	Avian coronavirus
17923	OM912705	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912705	Coronaviridae	GenBank	Avian coronavirus
17924	OM912706	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912706	Coronaviridae	GenBank	Avian coronavirus
17925	OM912707	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912707	Coronaviridae	GenBank	Avian coronavirus
17926	OM912708	0	20240206	Coronaviridae	0.0	Gammacoronavirus	OM912708	Coronaviridae	GenBank	Avian coronavirus
17927	OM393722	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OM393722	Coronaviridae	GenBank	Porcine epidemic diarrhea virus
17928	MZ368698	0	20240206	Coronaviridae	0.0	Gammacoronavirus	MZ368698	Coronaviridae	GenBank	Avian coronavirus
17929	OL410607	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OL410607	Coronaviridae	GenBank	Eptesicus bat coronavirus
17930	OL410609	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OL410609	Coronaviridae	GenBank	Eptesicus bat coronavirus
17931	OL415262	0	20240206	Coronaviridae	0.0	Alphacoronavirus	OL415262	Coronaviridae	GenBank	Eptesicus bat coronavirus
17932	MW681002	0	20240206	Coronaviridae	0.0	Betacoronavirus	MW681002	Coronaviridae	GenBank	Severe acute respiratory syndrome-related coronavirus
17933	MW896952	0	20240206	Coronaviridae	0.0		MW896952	Coronaviridae	GenBank	Yunnan coronavirus 3
29844	KY417142.1	0	20240206	Coronaviridae						
29845	JX993988.1	0	20240206	Coronaviridae						
29846	KU973692.1	0	20240206	Coronaviridae						
29847	DQ071615.1	0	20240206	Coronaviridae						
29848	GU553365.1	0	20240206	Coronaviridae						
29849	OP288969.1	0	20240206	Coronaviridae						
29850	MT121216.1	0	20240206	Coronaviridae						
29851	MT040333.1	0	20240206	Coronaviridae						
29852	MT040334.1	0	20240206	Coronaviridae						
29853	MT040335.1	0	20240206	Coronaviridae						
29854	MT040336.1	0	20240206	Coronaviridae						
29855	MT308984.1	0	20240206	Coronaviridae						
29856	HQ890526.1	0	20240206	Coronaviridae						
29857	HQ890527.1	0	20240206	Coronaviridae						
29858	HQ890528.1	0	20240206	Coronaviridae						
29859	HQ890529.1	0	20240206	Coronaviridae						
29860	HQ890530.1	0	20240206	Coronaviridae						
29861	HQ890531.1	0	20240206	Coronaviridae						
29862	HQ890532.1	0	20240206	Coronaviridae						
29863	HQ890533.1	0	20240206	Coronaviridae						
29864	HQ890534.1	0	20240206	Coronaviridae						
29865	HQ890535.1	0	20240206	Coronaviridae						
29866	HQ890536.1	0	20240206	Coronaviridae						
29867	HQ890537.1	0	20240206	Coronaviridae						
29868	HQ890538.1	0	20240206	Coronaviridae						
29869	HQ890539.1	0	20240206	Coronaviridae						
29870	HQ890540.1	0	20240206	Coronaviridae						
29871	HQ890541.1	0	20240206	Coronaviridae						
29872	HQ890542.1	0	20240206	Coronaviridae						
29873	HQ890543.1	0	20240206	Coronaviridae						
29874	HQ890544.1	0	20240206	Coronaviridae						
29875	HQ890545.1	0	20240206	Coronaviridae						
29876	HQ890546.1	0	20240206	Coronaviridae						
29877	JF292902.1	0	20240206	Coronaviridae						
29878	JF292903.1	0	20240206	Coronaviridae						
29879	JF292904.1	0	20240206	Coronaviridae						
29880	JF292905.1	0	20240206	Coronaviridae						
29881	JF292906.1	0	20240206	Coronaviridae						
29882	JF292907.1	0	20240206	Coronaviridae						
29883	JF292908.1	0	20240206	Coronaviridae						
29884	JF292909.1	0	20240206	Coronaviridae						
29885	JF292910.1	0	20240206	Coronaviridae						
29886	JF292911.1	0	20240206	Coronaviridae						
29887	JF292912.1	0	20240206	Coronaviridae						
29888	JF292913.1	0	20240206	Coronaviridae						
29889	JF292914.1	0	20240206	Coronaviridae						
29890	JF292915.1	0	20240206	Coronaviridae						
29891	JF292916.1	0	20240206	Coronaviridae						
29892	JF292917.1	0	20240206	Coronaviridae						
29893	JF292918.1	0	20240206	Coronaviridae						
29894	JF292919.1	0	20240206	Coronaviridae						
29895	JF292920.1	0	20240206	Coronaviridae						
29896	AY515512.1	0	20240206	Coronaviridae						
29897	FJ959407.1	0	20240206	Coronaviridae						
29898	AY686863.1	0	20240206	Coronaviridae						
29899	AY686864.1	0	20240206	Coronaviridae						
29900	AY613948.1	0	20240206	Coronaviridae						
29901	AY613949.1	0	20240206	Coronaviridae						
29902	AY613950.1	0	20240206	Coronaviridae						
29903	MT072864.1	0	20240206	Coronaviridae						
29904	OK017801.1	0	20240206	Coronaviridae						
29905	OK017802.1	0	20240206	Coronaviridae						
29906	MT726043.1	0	20240206	Coronaviridae						
29907	MT726045.1	0	20240206	Coronaviridae						
29908	MK211374.1	0	20240206	Coronaviridae						
29909	KY352407.1	0	20240206	Coronaviridae						
29910	MW251308.1	0	20240206	Coronaviridae						
29911	OR233291.1	0	20240206	Coronaviridae						
29912	OR233292.1	0	20240206	Coronaviridae						
29913	OR233304.1	0	20240206	Coronaviridae						
29914	OR233322.1	0	20240206	Coronaviridae						
29915	OR233323.1	0	20240206	Coronaviridae						
29916	OR233324.1	0	20240206	Coronaviridae						
29917	OR233325.1	0	20240206	Coronaviridae						
29918	OR233328.1	0	20240206	Coronaviridae						
29919	OL674077.1	0	20240206	Coronaviridae						
29920	OK017792.1	0	20240206	Coronaviridae						
29921	OK017793.1	0	20240206	Coronaviridae						
29922	MN996532.2	0	20240206	Coronaviridae						
29923	MK211375.1	0	20240206	Coronaviridae						
29924	MK211376.1	0	20240206	Coronaviridae						
29925	MK211377.1	0	20240206	Coronaviridae						
29926	MK211378.1	0	20240206	Coronaviridae						
29927	KF569996.1	0	20240206	Coronaviridae						
29928	NC_014470.1	0	20240206	Coronaviridae						
29929	GU190215.1	0	20240206	Coronaviridae						
29930	OK287355.1	0	20240206	Coronaviridae						
29931	MW703458.1	0	20240206	Coronaviridae						
29932	LC663793.1	0	20240206	Coronaviridae						
29933	LC556375.1	0	20240206	Coronaviridae						
29934	OQ401247.1	0	20240206	Coronaviridae						
29935	OQ401249.1	0	20240206	Coronaviridae						
29936	ON378802.1	0	20240206	Coronaviridae						
29937	OK017794.1	0	20240206	Coronaviridae						
29938	OK017795.1	0	20240206	Coronaviridae						
29939	OK017796.1	0	20240206	Coronaviridae						
29940	OK017797.1	0	20240206	Coronaviridae						
29941	OK017798.1	0	20240206	Coronaviridae						
29942	OK017799.1	0	20240206	Coronaviridae						
29943	OK017800.1	0	20240206	Coronaviridae						
29944	MZ190137.1	0	20240206	Coronaviridae						
29945	KY417145.1	0	20240206	Coronaviridae						
29946	KY938558.1	0	20240206	Coronaviridae						
29947	KY770860.1	0	20240206	Coronaviridae						
29948	KU182964.1	0	20240206	Coronaviridae						
29949	KJ473811.1	0	20240206	Coronaviridae						
29950	KJ473812.1	0	20240206	Coronaviridae						
29951	KJ473813.1	0	20240206	Coronaviridae						
29952	KP886808.1	0	20240206	Coronaviridae						
29953	KP886809.1	0	20240206	Coronaviridae						
29954	DQ412042.1	0	20240206	Coronaviridae						
29955	OQ401248.1	0	20240206	Coronaviridae						
29956	OP776338.1	0	20240206	Coronaviridae						
29957	OP776339.1	0	20240206	Coronaviridae						
29958	OP776340.1	0	20240206	Coronaviridae						
29959	MW719567.1	0	20240206	Coronaviridae						
29960	MZ190138.1	0	20240206	Coronaviridae						
29961	DQ412043.1	0	20240206	Coronaviridae						
29962	MZ081376.1	0	20240206	Coronaviridae						
29963	MZ081377.1	0	20240206	Coronaviridae						
29964	MZ081378.1	0	20240206	Coronaviridae						
29965	OR233302.1	0	20240206	Coronaviridae						
29966	OK017803.1	0	20240206	Coronaviridae						
29967	OK017804.1	0	20240206	Coronaviridae						
29968	OK017805.1	0	20240206	Coronaviridae						
29969	OK017806.1	0	20240206	Coronaviridae						
29970	MZ081381.1	0	20240206	Coronaviridae						
29971	MG772933.1	0	20240206	Coronaviridae						
29972	MG772934.1	0	20240206	Coronaviridae						
29973	JX993987.1	0	20240206	Coronaviridae						
29974	OR261265.1	0	20240206	Coronaviridae						
29975	OK017859.1	0	20240206	Coronaviridae						
29976	OK017860.1	0	20240206	Coronaviridae						
29977	OQ503495.1	0	20240206	Coronaviridae						
29978	OQ503496.1	0	20240206	Coronaviridae						
29979	OQ503497.1	0	20240206	Coronaviridae						
29980	OQ503498.1	0	20240206	Coronaviridae						
29981	OQ503499.1	0	20240206	Coronaviridae						
29982	OQ503500.1	0	20240206	Coronaviridae						
29983	OQ503501.1	0	20240206	Coronaviridae						
29984	OQ503502.1	0	20240206	Coronaviridae						
29985	OQ503503.1	0	20240206	Coronaviridae						
29986	OQ503504.1	0	20240206	Coronaviridae						
29987	OQ503505.1	0	20240206	Coronaviridae						
29988	OK287354.1	0	20240206	Coronaviridae						
29989	MW681002.1	0	20240206	Coronaviridae						
29990	OK017807.1	0	20240206	Coronaviridae						
29991	OK017808.1	0	20240206	Coronaviridae						
29992	OK017809.1	0	20240206	Coronaviridae						
29993	OK017810.1	0	20240206	Coronaviridae						
29994	OK017811.1	0	20240206	Coronaviridae						
29995	OK017812.1	0	20240206	Coronaviridae						
29996	OK017813.1	0	20240206	Coronaviridae						
29997	OK017814.1	0	20240206	Coronaviridae						
29998	OK017815.1	0	20240206	Coronaviridae						
29999	OK017816.1	0	20240206	Coronaviridae						
30000	OK017817.1	0	20240206	Coronaviridae						
30001	OK017818.1	0	20240206	Coronaviridae						
30002	OK017819.1	0	20240206	Coronaviridae						
30003	OK017820.1	0	20240206	Coronaviridae						
30004	OK017821.1	0	20240206	Coronaviridae						
30005	OK017822.1	0	20240206	Coronaviridae						
30006	OK017823.1	0	20240206	Coronaviridae						
30007	OK017824.1	0	20240206	Coronaviridae						
30008	OK017825.1	0	20240206	Coronaviridae						
30009	OK017826.1	0	20240206	Coronaviridae						
30010	OK017827.1	0	20240206	Coronaviridae						
30011	OK017828.1	0	20240206	Coronaviridae						
30012	OK017829.1	0	20240206	Coronaviridae						
30013	OK017830.1	0	20240206	Coronaviridae						
30014	OK017831.1	0	20240206	Coronaviridae						
30015	OK017832.1	0	20240206	Coronaviridae						
30016	OK017833.1	0	20240206	Coronaviridae						
30017	OK017834.1	0	20240206	Coronaviridae						
30018	OK017835.1	0	20240206	Coronaviridae						
30019	OK017836.1	0	20240206	Coronaviridae						
30020	OK017837.1	0	20240206	Coronaviridae						
30021	OK017838.1	0	20240206	Coronaviridae						
30022	OK017839.1	0	20240206	Coronaviridae						
30023	OK017840.1	0	20240206	Coronaviridae						
30024	OK017841.1	0	20240206	Coronaviridae						
30025	OK017842.1	0	20240206	Coronaviridae						
30026	OK017843.1	0	20240206	Coronaviridae						
30027	OK017844.1	0	20240206	Coronaviridae						
30028	OK017845.1	0	20240206	Coronaviridae						
30029	OK017846.1	0	20240206	Coronaviridae						
30030	OK017847.1	0	20240206	Coronaviridae						
30031	OK017848.1	0	20240206	Coronaviridae						
30032	OK017849.1	0	20240206	Coronaviridae						
30033	OK017850.1	0	20240206	Coronaviridae						
30034	OK017851.1	0	20240206	Coronaviridae						
30035	OK017852.1	0	20240206	Coronaviridae						
30036	OK017853.1	0	20240206	Coronaviridae						
30037	OK017854.1	0	20240206	Coronaviridae						
30038	OK017855.1	0	20240206	Coronaviridae						
30039	OK017856.1	0	20240206	Coronaviridae						
30040	OK017857.1	0	20240206	Coronaviridae						
30041	OK017858.1	0	20240206	Coronaviridae						
30042	MZ081379.1	0	20240206	Coronaviridae						
30043	KY417143.1	0	20240206	Coronaviridae						
30044	KY417144.1	0	20240206	Coronaviridae						
30045	KY417146.1	0	20240206	Coronaviridae						
30046	KY417147.1	0	20240206	Coronaviridae						
30047	KY417148.1	0	20240206	Coronaviridae						
30048	KY417149.1	0	20240206	Coronaviridae						
30049	KY417150.1	0	20240206	Coronaviridae						
30050	KY417151.1	0	20240206	Coronaviridae						
30051	KY417152.1	0	20240206	Coronaviridae						
30052	KY770858.1	0	20240206	Coronaviridae						
30053	KY770859.1	0	20240206	Coronaviridae						
