,refseq.id,fold_0,label,sampling,database,date,fold_1,fold_2,fold_3,fold_4,host_label,Genus,virus_ID,Family,Species
73790,MG923469,train,0,normal,GenBank,20240206,pred,train,dev,train,0.0,Betacoronavirus,MG923469,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73791,MG923470,train,0,normal,GenBank,20240206,pred,train,train,dev,0.0,Betacoronavirus,MG923470,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73792,MG923471,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,MG923471,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73793,MG923472,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,MG923472,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73794,MG923474,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,MG923474,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73795,MG923475,train,0,normal,GenBank,20240206,pred,dev,train,train,0.0,Betacoronavirus,MG923475,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73796,MG923476,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,MG923476,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73797,MG923477,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,MG923477,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73798,MG923478,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,MG923478,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73799,MG923479,train,0,normal,GenBank,20240206,pred,train,dev,train,0.0,Betacoronavirus,MG923479,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73800,MG923480,train,0,normal,GenBank,20240206,pred,train,dev,train,0.0,Betacoronavirus,MG923480,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73801,MG923481,train,0,normal,GenBank,20240206,pred,train,train,dev,0.0,Betacoronavirus,MG923481,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73802,MG557844,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Alphacoronavirus,MG557844,Coronaviridae,Swine acute diarrhea syndrome coronavirus
73803,MG837011,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Alphacoronavirus,MG837011,Coronaviridae,Porcine epidemic diarrhea virus
73804,MG837012,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Alphacoronavirus,MG837012,Coronaviridae,Porcine epidemic diarrhea virus
73805,MG448607,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Gammacoronavirus,MG448607,Coronaviridae,Avian coronavirus
73806,MG334554,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Alphacoronavirus,MG334554,Coronaviridae,Porcine epidemic diarrhea virus
73807,MG334555,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Alphacoronavirus,MG334555,Coronaviridae,Porcine epidemic diarrhea virus
73808,LT905451,train,0,normal,GenBank,20240206,pred,dev,train,train,0.0,Alphacoronavirus,LT905451,Coronaviridae,Porcine epidemic diarrhea virus
73809,MG781192,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Alphacoronavirus,MG781192,Coronaviridae,Porcine epidemic diarrhea virus
73810,KY649107,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Alphacoronavirus,KY649107,Coronaviridae,Porcine epidemic diarrhea virus
73811,KX442564,train,0,normal,GenBank,20240206,pred,train,train,dev,0.0,Betacoronavirus,KX442564,Coronaviridae,Hypsugo bat coronavirus HKU25
73812,KX442565,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,KX442565,Coronaviridae,Hypsugo bat coronavirus HKU25
73813,MG596802,train,0,normal,GenBank,20240206,pred,dev,train,dev,0.0,Betacoronavirus,MG596802,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73814,MG596803,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,MG596803,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73815,MF375374,train,0,normal,GenBank,20240206,pred,train,train,dev,0.0,Alphacoronavirus,MF375374,Coronaviridae,Porcine epidemic diarrhea virus
73816,KX722529,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Alphacoronavirus,KX722529,Coronaviridae,Alphacoronavirus 1
73817,KX722530,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Alphacoronavirus,KX722530,Coronaviridae,Alphacoronavirus 1
73818,KY688118,train,1,normal,GenBank,20240206,pred,dev,train,train,1.0,Betacoronavirus,KY688118,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73819,KY688119,train,1,normal,GenBank,20240206,pred,train,train,train,1.0,Betacoronavirus,KY688119,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73820,KY688120,train,1,normal,GenBank,20240206,pred,train,train,train,1.0,Betacoronavirus,KY688120,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73821,KY688121,train,1,normal,GenBank,20240206,pred,train,train,train,1.0,Betacoronavirus,KY688121,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73822,KY688123,train,1,normal,GenBank,20240206,pred,train,train,train,1.0,Betacoronavirus,KY688123,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73823,KY513725,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Deltacoronavirus,KY513725,Coronaviridae,Coronavirus HKU15
73824,KY566209,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Alphacoronavirus,KY566209,Coronaviridae,Alphacoronavirus 1
73825,KY566210,train,0,normal,GenBank,20240206,pred,train,dev,dev,0.0,Alphacoronavirus,KY566210,Coronaviridae,Alphacoronavirus 1
73826,KY566211,train,0,normal,GenBank,20240206,pred,train,train,dev,0.0,Alphacoronavirus,KY566211,Coronaviridae,Alphacoronavirus 1
73827,KY581684,train,1,normal,GenBank,20240206,pred,train,dev,train,1.0,Betacoronavirus,KY581684,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73828,KY581685,train,1,normal,GenBank,20240206,pred,train,train,train,1.0,Betacoronavirus,KY581685,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73829,KY581686,train,1,normal,GenBank,20240206,pred,train,train,train,1.0,Betacoronavirus,KY581686,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73830,KY581687,train,1,normal,GenBank,20240206,pred,train,train,train,1.0,Betacoronavirus,KY581687,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73831,KY581689,train,1,normal,GenBank,20240206,pred,train,dev,train,1.0,Betacoronavirus,KY581689,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73832,KY581690,train,1,normal,GenBank,20240206,pred,train,train,train,1.0,Betacoronavirus,KY581690,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73833,KY581691,train,1,normal,GenBank,20240206,pred,train,train,train,1.0,Betacoronavirus,KY581691,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73834,KY581692,train,1,normal,GenBank,20240206,pred,train,train,dev,1.0,Betacoronavirus,KY581692,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73835,KY581693,train,1,normal,GenBank,20240206,pred,train,dev,train,1.0,Betacoronavirus,KY581693,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73836,KY581694,train,1,normal,GenBank,20240206,pred,train,dev,train,1.0,Betacoronavirus,KY581694,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73837,KY581697,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,KY581697,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73838,KY994645,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,KY994645,Coronaviridae,Betacoronavirus 1
73839,MF782686,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Alphacoronavirus,MF782686,Coronaviridae,Porcine epidemic diarrhea virus
73840,MF782687,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Alphacoronavirus,MF782687,Coronaviridae,Porcine epidemic diarrhea virus
73841,MG366880,train,1,normal,GenBank,20240206,pred,dev,train,train,1.0,Betacoronavirus,MG366880,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73842,MG366881,train,1,normal,GenBank,20240206,pred,train,dev,train,1.0,Betacoronavirus,MG366881,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73843,MG366882,train,1,normal,GenBank,20240206,pred,train,train,train,1.0,Betacoronavirus,MG366882,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73844,KY363867,train,0,normal,GenBank,20240206,train,pred,train,dev,0.0,Deltacoronavirus,KY363867,Coronaviridae,Coronavirus HKU15
73845,KY363868,train,0,normal,GenBank,20240206,dev,pred,dev,train,0.0,Deltacoronavirus,KY363868,Coronaviridae,Coronavirus HKU15
73846,KY398010,train,0,normal,GenBank,20240206,train,pred,train,dev,0.0,Deltacoronavirus,KY398010,Coronaviridae,Coronavirus HKU15
73847,MF598594,train,0,normal,GenBank,20240206,pred,train,dev,train,0.0,Betacoronavirus,MF598594,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73848,MF598596,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,MF598596,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73849,MF598597,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,MF598597,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73850,MF598598,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,MF598598,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73851,MF598600,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,MF598600,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73852,MF598601,train,0,normal,GenBank,20240206,pred,train,train,dev,0.0,Betacoronavirus,MF598601,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73853,MF598602,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,MF598602,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73854,MF598603,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,MF598603,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73855,MF598605,train,0,normal,GenBank,20240206,pred,dev,dev,train,0.0,Betacoronavirus,MF598605,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73856,MF598606,train,0,normal,GenBank,20240206,pred,train,dev,train,0.0,Betacoronavirus,MF598606,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73857,MF598608,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,MF598608,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73858,MF598609,train,0,normal,GenBank,20240206,pred,train,train,dev,0.0,Betacoronavirus,MF598609,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73859,MF598611,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Betacoronavirus,MF598611,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73860,MF598613,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598613,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73861,MF598614,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598614,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73862,MF598616,train,0,normal,GenBank,20240206,dev,pred,train,train,0.0,Betacoronavirus,MF598616,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73863,MF598617,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598617,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73864,MF598618,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598618,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73865,MF598619,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598619,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73866,MF598621,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598621,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73867,MF598622,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598622,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73868,MF598624,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598624,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73869,MF598625,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598625,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73870,MF598626,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598626,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73871,MF598627,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598627,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73872,MF598628,train,0,normal,GenBank,20240206,dev,pred,train,dev,0.0,Betacoronavirus,MF598628,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73873,MF598629,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598629,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73874,MF598630,train,0,normal,GenBank,20240206,dev,pred,dev,dev,0.0,Betacoronavirus,MF598630,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73875,MF598631,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598631,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73876,MF598632,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598632,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73877,MF598633,train,0,normal,GenBank,20240206,dev,pred,train,train,0.0,Betacoronavirus,MF598633,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73878,MF598635,train,0,normal,GenBank,20240206,dev,pred,train,train,0.0,Betacoronavirus,MF598635,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73879,MF598638,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598638,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73880,MF598639,train,0,normal,GenBank,20240206,dev,pred,dev,train,0.0,Betacoronavirus,MF598639,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73881,MF598640,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598640,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73882,MF598641,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598641,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73883,MF598643,train,0,normal,GenBank,20240206,train,pred,train,dev,0.0,Betacoronavirus,MF598643,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73884,MF598644,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598644,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73885,MF598645,train,0,normal,GenBank,20240206,dev,pred,train,train,0.0,Betacoronavirus,MF598645,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73886,MF598646,train,0,normal,GenBank,20240206,dev,pred,train,dev,0.0,Betacoronavirus,MF598646,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73887,MF598647,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598647,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73888,MF598648,train,0,normal,GenBank,20240206,dev,pred,train,train,0.0,Betacoronavirus,MF598648,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73889,MF598649,train,0,normal,GenBank,20240206,dev,pred,train,train,0.0,Betacoronavirus,MF598649,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73890,MF598650,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598650,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73891,MF598651,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598651,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73892,MF598652,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598652,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73893,MF598653,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598653,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73894,MF598656,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598656,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73895,MF598657,train,0,normal,GenBank,20240206,dev,pred,train,train,0.0,Betacoronavirus,MF598657,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73896,MF598660,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598660,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73897,MF598661,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598661,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73898,MF598663,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598663,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73899,MF598665,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598665,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73900,MF598667,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598667,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73901,MF598669,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598669,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73902,MF598671,train,0,normal,GenBank,20240206,train,pred,train,dev,0.0,Betacoronavirus,MF598671,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73903,MF598672,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598672,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73904,MF598674,train,0,normal,GenBank,20240206,train,pred,train,dev,0.0,Betacoronavirus,MF598674,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73905,MF598675,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598675,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73906,MF598676,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598676,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73907,MF598677,train,0,normal,GenBank,20240206,dev,pred,train,dev,0.0,Betacoronavirus,MF598677,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73908,MF598678,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598678,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73909,MF598679,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598679,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73910,MF598680,train,0,normal,GenBank,20240206,train,pred,train,dev,0.0,Betacoronavirus,MF598680,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73911,MF598681,train,0,normal,GenBank,20240206,train,pred,train,dev,0.0,Betacoronavirus,MF598681,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73912,MF598682,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598682,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73913,MF598683,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598683,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73914,MF598684,train,0,normal,GenBank,20240206,dev,pred,train,train,0.0,Betacoronavirus,MF598684,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73915,MF598687,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598687,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73916,MF598688,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598688,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73917,MF598690,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598690,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73918,MF598691,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598691,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73919,MF598693,train,0,normal,GenBank,20240206,dev,pred,dev,dev,0.0,Betacoronavirus,MF598693,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73920,MF598694,train,0,normal,GenBank,20240206,dev,pred,train,train,0.0,Betacoronavirus,MF598694,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73921,MF598695,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598695,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73922,MF598696,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598696,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73923,MF598697,train,0,normal,GenBank,20240206,dev,pred,train,train,0.0,Betacoronavirus,MF598697,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73924,MF598698,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598698,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73925,MF598699,train,0,normal,GenBank,20240206,dev,pred,train,train,0.0,Betacoronavirus,MF598699,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73926,MF598700,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598700,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73927,MF598701,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598701,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73928,MF598703,train,0,normal,GenBank,20240206,train,pred,train,dev,0.0,Betacoronavirus,MF598703,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73929,MF598705,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598705,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73930,MF598707,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598707,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73931,MF598709,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598709,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73932,MF598710,train,0,normal,GenBank,20240206,train,pred,train,dev,0.0,Betacoronavirus,MF598710,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73933,MF598711,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598711,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73934,MF598715,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598715,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73935,MF598716,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598716,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73936,MF598717,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,MF598717,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73937,MF598718,train,0,normal,GenBank,20240206,train,pred,train,dev,0.0,Betacoronavirus,MF598718,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73938,MF598719,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598719,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73939,MF598721,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598721,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73940,MF598722,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF598722,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73941,KY014281,train,1,normal,GenBank,20240206,pred,train,train,train,1.0,Betacoronavirus,KY014281,Coronaviridae,Betacoronavirus 1
73942,KY014282,train,1,normal,GenBank,20240206,pred,train,train,train,1.0,Betacoronavirus,KY014282,Coronaviridae,Betacoronavirus 1
73943,KY417142,train,0,normal,GenBank,20240206,train,pred,train,dev,0.0,Betacoronavirus,KY417142,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
73944,KY417143,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,KY417143,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
73945,KY417145,train,0,normal,GenBank,20240206,dev,pred,train,dev,0.0,Betacoronavirus,KY417145,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
73946,KY417146,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,KY417146,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
73947,KY417147,train,0,normal,GenBank,20240206,dev,pred,train,train,0.0,Betacoronavirus,KY417147,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
73948,KY417148,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,KY417148,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
73949,KY417150,train,0,normal,GenBank,20240206,train,pred,dev,train,0.0,Betacoronavirus,KY417150,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
73950,KY417151,train,0,normal,GenBank,20240206,train,pred,train,dev,0.0,Betacoronavirus,KY417151,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
73951,KY417152,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,KY417152,Coronaviridae,Severe acute respiratory syndrome-related coronavirus
73952,MF374983,train,1,normal,GenBank,20240206,pred,train,train,train,1.0,Betacoronavirus,MF374983,Coronaviridae,Betacoronavirus 1
73953,MF374984,train,1,normal,GenBank,20240206,pred,train,train,train,1.0,Betacoronavirus,MF374984,Coronaviridae,Betacoronavirus 1
73954,MF374985,train,1,normal,GenBank,20240206,pred,dev,train,train,1.0,Betacoronavirus,MF374985,Coronaviridae,Betacoronavirus 1
73955,MF618252,train,0,normal,GenBank,20240206,train,pred,train,train,0.0,Betacoronavirus,MF618252,Coronaviridae,Murine coronavirus
73956,MF618253,train,0,normal,GenBank,20240206,train,pred,train,dev,0.0,Betacoronavirus,MF618253,Coronaviridae,Murine coronavirus
73957,KY421672,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Gammacoronavirus,KY421672,Coronaviridae,Avian coronavirus
73958,KY421673,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Gammacoronavirus,KY421673,Coronaviridae,Avian coronavirus
73959,MF593473,train,0,normal,GenBank,20240206,pred,dev,dev,train,0.0,Alphacoronavirus,MF593473,Coronaviridae,Human coronavirus 229E
73960,MF882923,train,0,normal,GenBank,20240206,pred,train,dev,dev,0.0,Gammacoronavirus,MF882923,Coronaviridae,Avian coronavirus
73961,KY007139,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Alphacoronavirus,KY007139,Coronaviridae,Porcine epidemic diarrhea virus
73962,KY007140,train,0,normal,GenBank,20240206,pred,train,train,train,0.0,Alphacoronavirus,KY007140,Coronaviridae,Porcine epidemic diarrhea virus
73963,MG011340,train,1,normal,GenBank,20240206,pred,train,train,train,1.0,Betacoronavirus,MG011340,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73964,MG011341,train,1,normal,GenBank,20240206,pred,dev,train,train,1.0,Betacoronavirus,MG011341,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73965,MG011342,train,1,normal,GenBank,20240206,pred,train,train,train,1.0,Betacoronavirus,MG011342,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73966,MG011343,train,1,normal,GenBank,20240206,pred,train,dev,train,1.0,Betacoronavirus,MG011343,Coronaviridae,Middle East respiratory syndrome-related coronavirus
73967,MG011344,train,1,normal,GenBank,20240206,pred,dev,train,train,1.0,Betacoronavirus,MG011344,Coronaviridae,Middle East respiratory syndrome-related coronavirus
